sample	sex	biosample	population	population_name	superpopulation	superpopulation_name
HG01365	male	SAME124508	CLM	Colombian	AMR	American Ancestry
HG02390	male	SAME1839788	CDX	Dai Chinese	EAS	East Asian Ancestry
HG03012	male	SAME1839924	BEB	Bengali	SAS	South Asian Ancestry
HG01149	female	SAME124425	CLM	Colombian	AMR	American Ancestry
HG02395	male	SAME1839754	CDX	Dai Chinese	EAS	East Asian Ancestry
HG03017	male	SAME1839956	PJL	Punjabi	SAS	South Asian Ancestry
HG01168	female	SAME124796	PUR	Puerto Rican	AMR	American Ancestry
HG02698	male	SAME1839137	PJL	Punjabi	SAS	South Asian Ancestry
HG03024	male	SAME1839799	GWD	Gambian Mandinka	AFR	African Ancestry
HG01170	male	SAME124623	PUR	Puerto Rican	AMR	American Ancestry
HG02701	male	SAME1840152	PJL	Punjabi	SAS	South Asian Ancestry
HG03029	male	SAME1839733	GWD	Gambian Mandinka	AFR	African Ancestry
HG01175	female	SAME124618	PUR	Puerto Rican	AMR	American Ancestry
HG02725	female	SAME1839737	PJL	Punjabi	SAS	South Asian Ancestry
HG03048	male	SAME1839647	GWD	Gambian Mandinka	AFR	African Ancestry
HG01182	male	SAME124789	PUR	Puerto Rican	AMR	American Ancestry
HG02984	male	SAME1840004	GWD	Gambian Mandinka	AFR	African Ancestry
HG03050	male	SAME1839482	GWD	Gambian Mandinka	AFR	African Ancestry
HG01187	male	SAME124783	PUR	Puerto Rican	AMR	American Ancestry
HG03007	female	SAME1840245	BEB	Bengali	SAS	South Asia 
HG03055	female	SAME1839514	MSL	Mende	AFR	African Ancestry
HG01199	male	SAME124366	PUR	Puerto Rican	AMR	American Ancestry
HG03019	female	SAME1840060	PJL	Punjabi	SAS	South Asian Ancestry
HG03062	male	SAME1839220	MSL	Mende	AFR	African Ancestry
HG01252	male	SAME125283	CLM	Colombian	AMR	American Ancestry
HG03021	male	SAME1839789	PJL	Punjabi	SAS	South Asian Ancestry
HG03238	female	SAME1839289	PJL	Punjabi	SAS	South Asian Ancestry
HG00595	male	SAME125006	CHS	Southern Han Chinese	EAS	East Asian Ancestry
HG03026	female	SAME1839714	GWD	Gambian Mandinka	AFR	African Ancestry
HG03240	male	SAME1839050	GWD	Gambian Mandinka	AFR	African Ancestry
HG00608	female	SAME125369	CHS	Southern Han Chinese	EAS	East Asian Ancestry
HG03033	male	SAME1839566	GWD	Gambian Mandinka	AFR	African Ancestry
HG03074	male	SAME1839029	MSL	Mende	AFR	African Ancestry
HG00610	male	SAME125199	CHS	Southern Han Chinese	EAS	East Asian Ancestry
HG03040	female	SAME1839611	GWD	Gambian Mandinka	AFR	African Ancestry
HG03079	female	SAME1839051	MSL	Mende	AFR	African Ancestry
HG00615	female	SAME125194	CHS	Southern Han Chinese	EAS	East Asian Ancestry
HG03045	male	SAME1839635	GWD	Gambian Mandinka	AFR	African Ancestry
HG03081	male	SAME1840310	MSL	Mende	AFR	African Ancestry
HG00622	male	SAME1839278	CHS	Southern Han Chinese	EAS	East Asian Ancestry
HG02840	female	SAME1839475	GWD	Gambian Mandinka	AFR	African Ancestry
HG03086	female	SAME1840331	MSL	Mende	AFR	African Ancestry
HG00627	male	SAME123079	CHS	Southern Han Chinese	EAS	East Asian Ancestry
HG02852	female	SAME1839346	GWD	Gambian Mandinka	AFR	African Ancestry
HG03098	male	SAME1840136	MSL	Mende	AFR	African Ancestry
HG00634	male	SAME122903	CHS	Southern Han Chinese	EAS	East Asian Ancestry
HG02869	male	SAME1839184	GWD	Gambian Mandinka	AFR	African Ancestry
HG03101	male	SAME1840008	ESN	Esan	AFR	African Ancestry
HG01098	female	SAME123490	PUR	Puerto Rican	AMR	American Ancestry
HG02871	female	SAME1840312	GWD	Gambian Mandinka	AFR	African Ancestry
HG03168	female	SAME1839143	ESN	Esan	AFR	African Ancestry
HG01101	male	SAME123677	PUR	Puerto Rican	AMR	American Ancestry
HG02883	male	SAME1840164	GWD	Gambian Mandinka	AFR	African Ancestry
HG03170	male	SAME1840383	ESN	Esan	AFR	African Ancestry
HG01106	male	SAME123674	PUR	Puerto Rican	AMR	American Ancestry
HG02888	female	SAME1840139	GWD	Gambian Mandinka	AFR	African Ancestry
HG03175	male	SAME1840407	ESN	Esan	AFR	African Ancestry
HG01113	female	SAME123484	CLM	Colombian	AMR	American Ancestry
HG02890	male	SAME1839947	GWD	Gambian Mandinka	AFR	African Ancestry
HG03194	male	SAME1839914	ESN	Esan	AFR	African Ancestry
HG01125	female	SAME124054	CLM	Colombian	AMR	American Ancestry
HG02895	male	SAME1839918	GWD	Gambian Mandinka	AFR	African Ancestry
HG03199	male	SAME1839937	ESN	Esan	AFR	African Ancestry
HG01137	female	SAME123888	CLM	Colombian	AMR	American Ancestry
HG02922	female	SAME1839441	ESN	Esan	AFR	African Ancestry
HG03202	male	SAME1839602	ESN	Esan	AFR	African Ancestry
HG01257	female	SAME125288	CLM	Colombian	AMR	American Ancestry
HG02939	male	SAME1839275	ESN	Esan	AFR	African Ancestry
HG03113	female	SAME1839901	ESN	Esan	AFR	African Ancestry
HG01269	female	SAME1839257	CLM	Colombian	AMR	American Ancestry
HG02941	male	SAME1839096	ESN	Esan	AFR	African Ancestry
HG03118	male	SAME1839830	ESN	Esan	AFR	African Ancestry
HG01271	male	SAME122998	CLM	Colombian	AMR	American Ancestry
HG02787	female	SAME1840288	PJL	Punjabi	SAS	South Asian Ancestry
HG03120	male	SAME1839557	ESN	Esan	AFR	African Ancestry
HG01276	female	SAME122999	CLM	Colombian	AMR	American Ancestry
HG02794	male	SAME1840410	PJL	Punjabi	SAS	South Asian Ancestry
HG03125	female	SAME1839675	ESN	Esan	AFR	African Ancestry
HG01303	female	SAME1840027	PUR	Puerto Rican	AMR	American Ancestry
HG02799	female	SAME1840384	GWD	Gambian Mandinka	AFR	African Ancestry
HG03132	female	SAME1839373	ESN	Esan	AFR	African Ancestry
HG01308	male	SAME1840002	PUR	Puerto Rican	AMR	American Ancestry
HG02807	male	SAME1840073	GWD	Gambian Mandinka	AFR	African Ancestry
HG03137	male	SAME1839390	ESN	Esan	AFR	African Ancestry
HG01531	female	SAME125136	IBS	Iberian	EUR	European Ancestry
HG02814	female	SAME1839837	GWD	Gambian Mandinka	AFR	African Ancestry
HG03163	male	SAME1839118	ESN	Esan	AFR	African Ancestry
HG01536	male	SAME125135	IBS	Iberian	EUR	European Ancestry
HG02819	male	SAME1839804	GWD	Gambian Mandinka	AFR	African Ancestry
HG02968	male	SAME1840108	ESN	Esan	AFR	African Ancestry
HG01550	male	SAME124009	CLM	Colombian	AMR	American Ancestry
HG02821	male	SAME1839588	GWD	Gambian Mandinka	AFR	African Ancestry
HG02970	female	SAME1840260	ESN	Esan	AFR	African Ancestry
HG01567	female	SAME124565	PEL	Peruvian	AMR	American Ancestry
HG02838	male	SAME1839417	GWD	Gambian Mandinka	AFR	African Ancestry
HG02975	male	SAME1840232	ESN	Esan	AFR	African Ancestry
HG01579	male	SAME124350	PEL	Peruvian	AMR	American Ancestry
HG03172	male	SAME1840392	ESN	Esan	AFR	African Ancestry
HG03478	male	SAME1839618	MSL	Mende	AFR	African Ancestry
HG01586	male	SAME1839879	PJL	Punjabi	SAS	South Asian Ancestry
HG03189	female	SAME1840226	ESN	Esan	AFR	African Ancestry
HG03480	female	SAME1839381	MSL	Mende	AFR	African Ancestry
HG01593	female	SAME1839634	PJL	Punjabi	SAS	South Asian Ancestry
HG03191	male	SAME1839988	ESN	Esan	AFR	African Ancestry
HG03485	female	SAME1839469	MSL	Mende	AFR	African Ancestry
HG01372	female	SAME1840339	CLM	Colombian	AMR	American Ancestry
HG03196	male	SAME1839921	ESN	Esan	AFR	African Ancestry
HG03492	male	SAME1839196	PJL	Punjabi	SAS	South Asian Ancestry
HG01377	male	SAME124288	CLM	Colombian	AMR	American Ancestry
HG03209	male	SAME1839551	MSL	Mende	AFR	African Ancestry
HG03606	male	SAME1840248	BEB	Bengali	SAS	South Asian Ancestry
HG01384	female	SAME122969	CLM	Colombian	AMR	American Ancestry
HG03228	male	SAME1839232	PJL	Punjabi	SAS	South Asian Ancestry
HG03618	male	SAME1840062	PJL	Punjabi	SAS	South Asian Ancestry
HG01389	male	SAME122972	CLM	Colombian	AMR	American Ancestry
HG02946	female	SAME1839068	ESN	Esan	AFR	African Ancestry
HG03620	female	SAME1839790	PJL	Punjabi	SAS	South Asian Ancestry
HG01391	female	SAME122804	CLM	Colombian	AMR	American Ancestry
HG02953	male	SAME1840271	ESN	Esan	AFR	African Ancestry
HG03625	female	SAME1839719	PJL	Punjabi	SAS	South Asian Ancestry
HG01396	female	SAME1839954	PUR	Puerto Rican	AMR	American Ancestry
HG02965	male	SAME1840116	ESN	Esan	AFR	African Ancestry
HG03454	male	SAME1839764	MSL	Mende	AFR	African Ancestry
HG01404	female	SAME1839868	PUR	Puerto Rican	AMR	American Ancestry
HG02972	male	SAME1840250	ESN	Esan	AFR	African Ancestry
HG03459	male	SAME1839793	MSL	Mende	AFR	African Ancestry
HG01411	male	SAME1839629	PUR	Puerto Rican	AMR	American Ancestry
HG02977	male	SAME1840221	ESN	Esan	AFR	African Ancestry
HG03461	female	SAME1839808	MSL	Mende	AFR	African Ancestry
HG01435	female	SAME1839239	CLM	Colombian	AMR	American Ancestry
HG03052	female	SAME1839496	MSL	Mende	AFR	African Ancestry
HG03466	male	SAME1839839	MSL	Mende	AFR	African Ancestry
HG01442	male	SAME123238	CLM	Colombian	AMR	American Ancestry
HG03057	male	SAME1839434	MSL	Mende	AFR	African Ancestry
HG03473	female	SAME1839687	MSL	Mende	AFR	African Ancestry
HG01447	female	SAME1839099	CLM	Colombian	AMR	American Ancestry
HG03064	female	SAME1839228	MSL	Mende	AFR	African Ancestry
HG03517	female	SAME1840163	ESN	Esan	AFR	African Ancestry
HG01454	female	SAME1840304	CLM	Colombian	AMR	American Ancestry
HG03069	male	SAME1839340	MSL	Mende	AFR	African Ancestry
HG03548	female	SAME1839883	MSL	Mende	AFR	African Ancestry
HG01459	female	SAME1840278	CLM	Colombian	AMR	American Ancestry
HG03076	female	SAME1839038	MSL	Mende	AFR	African Ancestry
HG03567	female	SAME1839364	MSL	Mende	AFR	African Ancestry
HG01461	male	SAME122879	CLM	Colombian	AMR	American Ancestry
HG03088	female	SAME1840338	MSL	Mende	AFR	African Ancestry
HG03574	male	SAME1839229	MSL	Mende	AFR	African Ancestry
HG01466	female	SAME122881	CLM	Colombian	AMR	American Ancestry
HG03095	female	SAME1840374	MSL	Mende	AFR	African Ancestry
HG03365	male	SAME1840058	ESN	Esan	AFR	African Ancestry
HG01505	male	SAME124946	IBS	Iberian	EUR	European Ancestry
HG03103	male	SAME1840022	ESN	Esan	AFR	African Ancestry
HG03372	female	SAME1839716	ESN	Esan	AFR	African Ancestry
HG01512	male	SAME124769	IBS	Iberian	EUR	European Ancestry
HG03108	female	SAME1839760	ESN	Esan	AFR	African Ancestry
HG03384	female	SAME1839587	MSL	Mende	AFR	African Ancestry
HG01517	female	SAME124772	IBS	Iberian	EUR	European Ancestry
HG03110	female	SAME1839880	ESN	Esan	AFR	African Ancestry
HG03391	male	SAME1839636	MSL	Mende	AFR	African Ancestry
HG01524	male	SAME125327	IBS	Iberian	EUR	European Ancestry
HG03115	male	SAME1839812	ESN	Esan	AFR	African Ancestry
HG03269	male	SAME1840100	ESN	Esan	AFR	African Ancestry
HG01529	male	SAME125330	IBS	Iberian	EUR	European Ancestry
HG03122	male	SAME1839657	ESN	Esan	AFR	African Ancestry
HG03271	male	SAME1840195	ESN	Esan	AFR	African Ancestry
HG01473	male	SAME1840192	CLM	Colombian	AMR	American Ancestry
HG03127	male	SAME1839686	ESN	Esan	AFR	African Ancestry
HG03295	male	SAME1839881	ESN	Esan	AFR	African Ancestry
HG01480	female	SAME1839974	CLM	Colombian	AMR	American Ancestry
HG03134	male	SAME1839380	ESN	Esan	AFR	African Ancestry
HG03303	female	SAME1839485	ESN	Esan	AFR	African Ancestry
HG01485	male	SAME1840047	CLM	Colombian	AMR	American Ancestry
HG03139	male	SAME1839468	ESN	Esan	AFR	African Ancestry
HG03579	male	SAME1839247	MSL	Mende	AFR	African Ancestry
HG01492	female	SAME124137	CLM	Colombian	AMR	American Ancestry
HG03158	female	SAME1839086	ESN	Esan	AFR	African Ancestry
HG03593	male	SAME1839171	BEB	Bengali	SAS	South Asian Ancestry
HG01497	male	SAME124134	CLM	Colombian	AMR	American Ancestry
HG03160	male	SAME1839192	ESN	Esan	AFR	African Ancestry
HG03598	female	SAME1839194	BEB	Bengali	SAS	South Asian Ancestry
HG01500	male	SAME124941	IBS	Iberian	EUR	European Ancestry
HG03538	male	SAME1840007	GWD	Gambian Mandinka	AFR	African Ancestry
HG03411	female	SAME1839186	MSL	Mende	AFR	African Ancestry
HG01618	female	SAME123631	IBS	Iberian	EUR	European Ancestry
HG03540	female	SAME1839745	GWD	Gambian Mandinka	AFR	African Ancestry
HG03428	female	SAME1840409	MSL	Mende	AFR	African Ancestry
HG01620	female	SAME123844	IBS	Iberian	EUR	European Ancestry
HG03557	female	SAME1839556	MSL	Mende	AFR	African Ancestry
HG03442	male	SAME1839979	MSL	Mende	AFR	African Ancestry
HG01625	male	SAME123839	IBS	Iberian	EUR	European Ancestry
HG03564	female	SAME1839427	MSL	Mende	AFR	African Ancestry
HG03308	male	SAME1839515	ESN	Esan	AFR	African Ancestry
HG01632	female	SAME124032	IBS	Iberian	EUR	European Ancestry
HG03569	female	SAME1839371	MSL	Mende	AFR	African Ancestry
HG03310	female	SAME1839202	ESN	Esan	AFR	African Ancestry
HG01668	female	SAME123111	IBS	Iberian	EUR	European Ancestry
HG03571	male	SAME1839458	MSL	Mende	AFR	African Ancestry
HG03339	female	SAME1840332	ESN	Esan	AFR	African Ancestry
HG01670	female	SAME123290	IBS	Iberian	EUR	European Ancestry
HG03576	female	SAME1839238	MSL	Mende	AFR	African Ancestry
HG03341	female	SAME1840347	ESN	Esan	AFR	African Ancestry
HG01675	male	SAME123287	IBS	Iberian	EUR	European Ancestry
HG03230	female	SAME1839335	PJL	Punjabi	SAS	South Asian Ancestry
HG03699	male	SAME1840153	PJL	Punjabi	SAS	South Asian Ancestry
HG01598	female	SAME125239	KHV	Kinh Vietnamese	EAS	East Asian Ancestry
HG03235	female	SAME1839360	PJL	Punjabi	SAS	South Asian Ancestry
HG03702	male	SAME1840029	PJL	Punjabi	SAS	South Asian Ancestry
HG01601	male	SAME123455	IBS	Iberian	EUR	European Ancestry
HG03242	male	SAME1839058	GWD	Gambian Mandinka	AFR	African Ancestry
HG03707	male	SAME1839761	PJL	Punjabi	SAS	South Asian Ancestry
HG01606	male	SAME123458	IBS	Iberian	EUR	European Ancestry
HG03247	female	SAME1839174	GWD	Gambian Mandinka	AFR	African Ancestry
HG03714	female	SAME1839809	ITU	Telugu	SAS	South Asian Ancestry
HG01613	female	SAME123626	IBS	Iberian	EUR	European Ancestry
HG03259	female	SAME1840303	GWD	Gambian Mandinka	AFR	African Ancestry
HG03719	female	SAME1839843	ITU	Telugu	SAS	South Asian Ancestry
HG01682	male	SAME124654	IBS	Iberian	EUR	European Ancestry
HG03266	female	SAME1840174	ESN	Esan	AFR	African Ancestry
HG03721	female	SAME1839659	ITU	Telugu	SAS	South Asian Ancestry
HG01687	female	SAME124657	IBS	Iberian	EUR	European Ancestry
HG03487	male	SAME1839480	PJL	Punjabi	SAS	South Asian Ancestry
HG03644	male	SAME1839638	STU	Tamil	SAS	South Asian Ancestry
HG01694	male	SAME124844	IBS	Iberian	EUR	European Ancestry
HG03499	female	SAME1839219	ESN	Esan	AFR	African Ancestry
HG03649	male	SAME1839396	PJL	Punjabi	SAS	South Asian Ancestry
HG01699	male	SAME1839210	IBS	Iberian	EUR	European Ancestry
HG03514	female	SAME1840150	ESN	Esan	AFR	African Ancestry
HG03651	male	SAME1839498	PJL	Punjabi	SAS	South Asian Ancestry
HG01702	female	SAME123259	IBS	Iberian	EUR	European Ancestry
HG03519	male	SAME1840176	ESN	Esan	AFR	African Ancestry
HG03656	female	SAME1839435	PJL	Punjabi	SAS	South Asian Ancestry
HG01707	female	SAME123264	IBS	Iberian	EUR	European Ancestry
HG03521	male	SAME1840190	ESN	Esan	AFR	African Ancestry
HG03663	male	SAME1839317	PJL	Punjabi	SAS	South Asian Ancestry
HG01757	female	SAME124987	IBS	Iberian	EUR	European Ancestry
HG03583	female	SAME1839283	MSL	Mende	AFR	African Ancestry
HG03668	female	SAME1839338	PJL	Punjabi	SAS	South Asian Ancestry
HG01764	female	SAME1839689	IBS	Iberian	EUR	European Ancestry
HG03590	male	SAME1839163	BEB	Bengali	SAS	South Asian Ancestry
HG03783	male	SAME1840124	ITU	Telugu	SAS	South Asian Ancestry
HG02003	female	SAME123619	PEL	Peruvian	AMR	American Ancestry
HG03595	female	SAME1839185	BEB	Bengali	SAS	South Asian Ancestry
HG03788	male	SAME1840227	ITU	Telugu	SAS	South Asian Ancestry
HG02008	male	SAME123621	PEL	Peruvian	AMR	American Ancestry
HG03603	male	SAME1840229	BEB	Bengali	SAS	South Asian Ancestry
HG03790	male	SAME1839989	ITU	Telugu	SAS	South Asian Ancestry
HG02010	female	SAME123444	ACB	African Caribbean	AFR	African Ancestry
HG03615	male	SAME1839951	BEB	Bengali	SAS	South Asian Ancestry
HG03795	male	SAME1839925	BEB	Bengali	SAS	South Asian Ancestry
HG02015	male	SAME123447	KHV	Kinh Vietnamese	EAS	East Asian Ancestry
HG03374	female	SAME1839730	ESN	Esan	AFR	African Ancestry
HG03803	male	SAME1839527	BEB	Bengali	SAS	South Asian Ancestry
HG02027	male	SAME125318	KHV	Kinh Vietnamese	EAS	East Asian Ancestry
HG03381	female	SAME1839574	MSL	Mende	AFR	African Ancestry
HG03757	female	SAME1839089	STU	Tamil	SAS	South Asian Ancestry
HG01769	female	SAME1839655	IBS	Iberian	EUR	European Ancestry
HG03393	female	SAME1839645	MSL	Mende	AFR	African Ancestry
HG03769	male	SAME1839154	PJL	Punjabi	SAS	South Asian Ancestry
HG01771	male	SAME124637	IBS	Iberian	EUR	European Ancestry
HG03398	female	SAME1839402	MSL	Mende	AFR	African Ancestry
HG03771	male	SAME1840393	ITU	Telugu	SAS	South Asian Ancestry
HG01776	female	SAME124632	IBS	Iberian	EUR	European Ancestry
HG03401	female	SAME1839299	MSL	Mende	AFR	African Ancestry
HG03834	female	SAME1839269	BEB	Bengali	SAS	South Asian Ancestry
HG01783	male	SAME124427	IBS	Iberian	EUR	European Ancestry
HG03312	female	SAME1839209	ESN	Esan	AFR	African Ancestry
HG03846	male	SAME1839172	STU	Tamil	SAS	South Asian Ancestry
HG01790	female	SAME124222	GBR	British	EUR	European Ancestry
HG03343	male	SAME1840354	ESN	Esan	AFR	African Ancestry
HG03858	female	SAME1840301	STU	Tamil	SAS	South Asian Ancestry
HG01978	female	SAME124332	PEL	Peruvian	AMR	American Ancestry
HG03350	male	SAME1840225	ESN	Esan	AFR	African Ancestry
HG03808	female	SAME1839552	BEB	Bengali	SAS	South Asian Ancestry
HG01980	female	SAME124917	PEL	Peruvian	AMR	American Ancestry
HG03362	male	SAME1839949	ESN	Esan	AFR	African Ancestry
HG03815	male	SAME1839419	BEB	Bengali	SAS	South Asian Ancestry
HG01985	female	SAME1840099	ACB	African Caribbean	AFR	African Ancestry
HG03367	male	SAME1840068	ESN	Esan	AFR	African Ancestry
HG03822	male	SAME1839450	BEB	Bengali	SAS	South Asian Ancestry
HG01992	female	SAME124742	PEL	Peruvian	AMR	American Ancestry
HG03432	male	SAME1840107	MSL	Mende	AFR	African Ancestry
HG03682	male	SAME1840323	STU	Tamil	SAS	South Asian Ancestry
HG01997	female	SAME124740	PEL	Peruvian	AMR	American Ancestry
HG03437	female	SAME1840123	MSL	Mende	AFR	African Ancestry
HG03687	male	SAME1840337	STU	Tamil	SAS	South Asian Ancestry
HG01889	female	SAME122851	ACB	African Caribbean	AFR	African Ancestry
HG03449	female	SAME1839923	MSL	Mende	AFR	African Ancestry
HG03694	male	SAME1840375	STU	Tamil	SAS	South Asian Ancestry
HG01891	female	SAME123029	ACB	African Caribbean	AFR	African Ancestry
HG03451	male	SAME1840043	MSL	Mende	AFR	African Ancestry
HG03733	female	SAME1839382	STU	Tamil	SAS	South Asian Ancestry
HG01896	female	SAME1840348	ACB	African Caribbean	AFR	African Ancestry
HG03280	male	SAME1840083	ESN	Esan	AFR	African Ancestry
HG03738	male	SAME1839473	STU	Tamil	SAS	South Asian Ancestry
HG01916	female	SAME1839853	ACB	African Caribbean	AFR	African Ancestry
HG03297	female	SAME1839900	ESN	Esan	AFR	African Ancestry
HG03740	male	SAME1839248	STU	Tamil	SAS	South Asian Ancestry
HG01923	male	SAME123788	PEL	Peruvian	AMR	American Ancestry
HG03300	female	SAME1839467	ESN	Esan	AFR	African Ancestry
HG03745	male	SAME1839195	STU	Tamil	SAS	South Asian Ancestry
HG01841	female	SAME123551	KHV	Kinh Vietnamese	EAS	East Asian Ancestry
HG03305	female	SAME1839497	ESN	Esan	AFR	African Ancestry
HG03752	female	SAME1839314	STU	Tamil	SAS	South Asian Ancestry
HG01846	male	SAME123558	KHV	Kinh	EAS	East Asia 
HG03456	male	SAME1839778	MSL	Mende	AFR	African Ancestry
HG03872	male	SAME1840202	ITU	Telugu	SAS	South Asian Ancestry
HG01853	female	SAME123751	KHV	Kinh Vietnamese	EAS	East Asian Ancestry
HG03468	male	SAME1839848	MSL	Mende	AFR	African Ancestry
HG03884	female	SAME1840005	STU	Tamil	SAS	South Asian Ancestry
HG01858	female	SAME123754	KHV	Kinh Vietnamese	EAS	East Asian Ancestry
HG03470	female	SAME1839670	MSL	Mende	AFR	African Ancestry
HG04197	female	SAME1839828	STU	Tamil	SAS	South Asian Ancestry
HG01860	male	SAME123201	KHV	Kinh Vietnamese	EAS	East Asian Ancestry
HG03812	male	SAME1839405	BEB	Bengali	SAS	South Asian Ancestry
HG04200	female	SAME1839511	ITU	Telugu	SAS	South Asian Ancestry
HG01954	female	SAME123980	PEL	Peruvian	AMR	American Ancestry
HG03817	female	SAME1839426	BEB	Bengali	SAS	South Asian Ancestry
HG04212	female	SAME1839325	ITU	Telugu	SAS	South Asian Ancestry
HG01959	female	SAME1839343	ACB	African Caribbean	AFR	African Ancestry
HG03824	male	SAME1839459	BEB	Bengali	SAS	South Asian Ancestry
HG04217	female	SAME1839350	ITU	Telugu	SAS	South Asian Ancestry
HG01961	male	SAME1839067	PEL	Peruvian	AMR	American Ancestry
HG03829	female	SAME1839241	BEB	Bengali	SAS	South Asian Ancestry
HG03896	male	SAME1839898	STU	Tamil	SAS	South Asian Ancestry
HG01973	female	SAME124328	PEL	Peruvian	AMR	American Ancestry
HG03831	female	SAME1839348	BEB	Bengali	SAS	South Asian Ancestry
HG03904	female	SAME1839501	BEB	Bengali	SAS	South Asian Ancestry
HG01928	male	SAME123782	PEL	Peruvian	AMR	American Ancestry
HG03836	female	SAME1839280	STU	Tamil	SAS	South Asian Ancestry
HG03909	male	SAME1839438	BEB	Bengali	SAS	South Asian Ancestry
HG01935	male	SAME123588	PEL	Peruvian	AMR	American Ancestry
HG03704	female	SAME1840040	PJL	Punjabi	SAS	South Asian Ancestry
HG03911	male	SAME1839212	BEB	Bengali	SAS	South Asian Ancestry
HG01942	female	SAME124150	PEL	Peruvian	AMR	American Ancestry
HG03709	female	SAME1839780	PJL	Punjabi	SAS	South Asian Ancestry
HG03916	female	SAME1839316	BEB	Bengali	SAS	South Asian Ancestry
HG01947	male	SAME124155	PEL	Peruvian	AMR	American Ancestry
HG03711	male	SAME1839894	STU	Tamil	SAS	South Asian Ancestry
